Test Metadata
Name,Chisom Ogundu
Hand Span (cm),20cm
Done Before,No
Carousel Position,bottom
Holding Hand,right
Using Hands,one
Thumb Rest X,219.00
Thumb Rest Y,410.00
Device Model,iPhone
Screen Width,393
Screen Height,852
Pixel Ratio,3

User Comments
The icon flowed quite nice and seamlessly on the carousel.

ID,Type,Timestamp,Carousel,Velocity,Distance,Duration,Peak Velocity,Avg Velocity,Peak/Avg Ratio,Acceleration,Avg Jerk,Max Jerk,Initial Velocity,Peak Acceleration,Velocity Variance,Velocity CV,Distance/Duration Ratio,Straightness %,Pause Before Release,Y Movement,Touch Pressure Avg,Touch Pressure Max,Touch Pressure Variance,Trajectory Length,Path Directness,Curvature Score,Inflection Points,Device Motion X,Device Motion Y,Device Motion Z,Device Motion Variance,Is Retry,Time Since Last Gesture,Is Outlier,Outlier Reasons
11,flick,2025-11-06T15:00:51.757Z,1-column,741.94,80.00,68,575.00,372.51,1.54,11.62,0.18,0.18,139.53,11.62,32069.45,0.48,1.18,97.01,0.00,20.00,0.0000,0.0000,0.0000,83.01,0.9637,0.2167,0,0.0000,0.0000,0.0000,0.0000,Yes,414,No,none
12,flick,2025-11-06T15:00:52.126Z,1-column,730.77,75.00,48,507.94,437.64,1.16,5.86,0.00,0.00,367.35,5.86,4941.36,0.16,1.56,98.94,0.00,11.00,0.0000,0.0000,0.0000,80.85,0.9276,0.7148,0,0.0000,0.0000,0.0000,0.0000,Yes,370,No,none
13,flick,2025-11-06T15:00:53.037Z,2-column,5.32,3.00,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,20.95,0.00,14.00,0.0000,0.0000,0.0000,14.32,0.2095,0.0000,0,0.0000,0.0000,0.0000,0.0000,No,5574,Yes,straightness
14,flick,2025-11-06T15:00:53.449Z,2-column,328.36,39.00,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.77,94.87,0.00,13.00,0.0000,0.0000,0.0000,41.11,0.9487,0.0000,0,0.0000,0.0000,0.0000,0.0000,Yes,413,No,none
15,flick,2025-11-06T15:00:53.758Z,2-column,659.09,86.00,68,500.00,371.88,1.34,6.24,0.08,0.08,257.14,6.24,9919.54,0.27,1.26,100.00,0.00,0.00,0.0000,0.0000,0.0000,86.22,0.9975,2.0585,0,0.0000,0.0000,0.0000,0.0000,Yes,309,No,none
16,flick,2025-11-06T15:00:54.008Z,2-column,381.82,33.00,34,142.86,142.86,1.00,0.00,0.00,0.00,142.86,0.00,0.00,0.00,0.97,76.25,0.00,28.00,0.0000,0.0000,0.0000,34.38,0.9597,0.3906,0,0.0000,0.0000,0.0000,0.0000,Yes,250,Yes,straightness
17,flick,2025-11-06T15:00:54.313Z,2-column,518.52,48.00,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.53,96.52,0.00,13.00,0.0000,0.0000,0.0000,49.73,0.9652,0.0000,0,0.0000,0.0000,0.0000,0.0000,Yes,304,No,none
18,flick,2025-11-06T15:00:54.593Z,2-column,240.74,27.00,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.35,92.61,0.00,11.00,0.0000,0.0000,0.0000,29.15,0.9261,0.0000,0,0.0000,0.0000,0.0000,0.0000,Yes,281,No,none
19,flick,2025-11-06T15:00:55.660Z,2-column,98.63,101.00,70,61.80,34.57,1.79,1.17,0.00,0.00,7.42,1.17,492.86,0.64,1.44,99.88,0.00,5.00,0.0000,0.0000,0.0000,101.39,0.9961,6.2012,0,0.0000,0.0000,0.0000,0.0000,Yes,1067,No,none
20,flick,2025-11-06T15:00:56.160Z,2-column,95.81,32.00,8,18.52,18.52,1.00,0.00,0.00,0.00,18.52,0.00,0.00,0.00,4.00,85.99,0.00,19.00,0.0000,0.0000,0.0000,33.29,0.9612,0.2852,0,0.0000,0.0000,0.0000,0.0000,Yes,500,Yes,straightness
21,glide,2025-11-06T15:00:59.426Z,2-column,34.94,115.00,60,24.77,13.84,1.79,0.61,0.01,0.01,2.24,0.61,84.81,0.67,1.92,100.00,0.00,0.00,0.0000,0.0000,0.0000,117.27,0.9806,4.0813,0,0.0000,0.0000,0.0000,0.0000,No,3265,No,none
22,glide,2025-11-06T15:00:59.909Z,1-column,7.09,1.00,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,2.86,0.00,35.00,0.0000,0.0000,0.0000,35.01,0.0286,0.0000,0,0.0000,0.0000,0.0000,0.0000,No,7783,Yes,straightness
23,glide,2025-11-06T15:01:01.978Z,1-column,82.79,103.00,94,65.40,34.88,1.87,0.88,0.01,0.01,8.74,0.88,413.05,0.58,1.10,96.01,0.00,30.00,0.0000,0.0000,0.0000,125.94,0.8178,0.3042,0,0.0000,0.0000,0.0000,0.0000,No,2068,No,none
24,glide,2025-11-06T15:01:02.579Z,2-column,11.67,7.00,37,4.27,4.27,1.00,0.00,0.00,0.00,4.27,0.00,0.00,0.00,0.19,11.40,0.00,61.00,0.0000,0.0000,0.0000,33.40,0.2096,1.4109,0,0.0000,0.0000,0.0000,0.0000,No,3154,Yes,straightness
25,glide,2025-11-06T15:01:04.168Z,1-column,54.71,84.00,70,41.43,30.13,1.38,0.50,0.00,0.00,19.28,0.50,81.88,0.30,1.20,98.99,0.00,12.00,0.0000,0.0000,0.0000,89.99,0.9335,0.4481,0,0.0000,0.0000,0.0000,0.0000,No,2191,No,none
26,glide,2025-11-06T15:01:04.939Z,1-column,105.01,68.00,58,64.36,51.71,1.24,0.87,0.00,0.00,39.06,0.87,159.95,0.24,1.17,98.72,0.00,11.00,0.0000,0.0000,0.0000,72.39,0.9393,0.7307,0,0.0000,0.0000,0.0000,0.0000,Yes,771,No,none
27,glide,2025-11-06T15:01:07.228Z,2-column,42.53,96.00,99,32.97,16.15,2.04,0.52,0.01,0.01,3.79,0.52,110.60,0.65,0.97,99.81,0.00,6.00,0.0000,0.0000,0.0000,100.56,0.9546,0.4474,0,0.0000,0.0000,0.0000,0.0000,No,4649,No,none
28,glide,2025-11-06T15:01:09.061Z,2-column,57.35,98.00,71,42.26,26.55,1.59,0.71,0.01,0.01,11.88,0.71,154.39,0.47,1.38,99.81,0.00,6.00,0.0000,0.0000,0.0000,98.15,0.9985,0.0754,0,0.0000,0.0000,0.0000,0.0000,Yes,1832,No,none
29,glide,2025-11-06T15:01:09.392Z,2-column,669.49,84.00,85,560.75,373.77,1.50,6.84,0.04,0.05,169.81,6.84,21432.83,0.39,0.99,98.01,0.00,17.00,0.0000,0.0000,0.0000,85.62,0.9811,0.1430,0,0.0000,0.0000,0.0000,0.0000,Yes,332,No,none
30,glide,2025-11-06T15:01:09.692Z,2-column,872.88,108.00,83,821.78,574.82,1.43,10.16,0.07,0.10,296.30,10.16,38256.87,0.34,1.30,98.78,0.00,17.00,0.0000,0.0000,0.0000,109.47,0.9866,0.1213,0,0.0000,0.0000,0.0000,0.0000,Yes,300,No,none
31,glide,2025-11-06T15:01:09.994Z,2-column,811.88,83.00,75,719.10,530.37,1.36,13.05,0.25,0.28,255.32,13.05,31452.76,0.33,1.11,99.28,0.00,10.00,0.0000,0.0000,0.0000,83.72,0.9914,0.1001,0,0.0000,0.0000,0.0000,0.0000,Yes,302,No,none
32,glide,2025-11-06T15:01:10.295Z,2-column,692.31,83.00,83,563.64,455.88,1.24,5.04,0.08,0.15,315.79,5.04,9279.47,0.21,1.00,98.19,0.00,16.00,0.0000,0.0000,0.0000,84.57,0.9815,0.1507,0,0.0000,0.0000,0.0000,0.0000,Yes,301,No,none
33,glide,2025-11-06T15:01:10.593Z,2-column,652.54,79.00,82,570.09,425.61,1.34,7.07,0.10,0.13,240.74,7.07,15771.86,0.30,0.96,99.87,0.00,4.00,0.0000,0.0000,0.0000,79.17,0.9979,0.0510,0,0.0000,0.0000,0.0000,0.0000,Yes,297,No,none
34,glide,2025-11-06T15:01:10.877Z,2-column,760.68,91.00,83,613.21,439.33,1.40,6.99,0.06,0.08,240.74,6.99,19669.83,0.32,1.10,98.99,0.00,13.00,0.0000,0.0000,0.0000,92.01,0.9890,0.1309,0,0.0000,0.0000,0.0000,0.0000,Yes,285,No,none
35,glide,2025-11-06T15:01:11.194Z,2-column,930.69,107.00,74,858.82,597.54,1.44,16.34,0.24,0.41,255.32,16.34,50389.35,0.38,1.45,99.65,0.00,9.00,0.0000,0.0000,0.0000,107.73,0.9933,0.1074,0,0.0000,0.0000,0.0000,0.0000,Yes,316,No,none
36,glide,2025-11-06T15:01:11.626Z,2-column,772.28,80.00,65,636.36,500.83,1.27,7.50,0.09,0.09,351.85,7.50,13581.64,0.23,1.23,98.89,0.00,12.00,0.0000,0.0000,0.0000,85.15,0.9396,0.3986,0,0.0000,0.0000,0.0000,0.0000,Yes,433,No,none
37,glide,2025-11-06T15:01:12.161Z,2-column,16.30,4.00,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,17.13,0.00,23.00,0.0000,0.0000,0.0000,23.35,0.1713,0.0000,0,0.0000,0.0000,0.0000,0.0000,Yes,534,Yes,straightness
38,glide,2025-11-06T15:01:13.016Z,1-column,85.16,95.00,46,48.27,35.43,1.36,1.12,0.00,0.00,22.58,1.12,164.90,0.36,2.07,99.91,0.00,4.00,0.0000,0.0000,0.0000,95.19,0.9980,0.0464,0,0.0000,0.0000,0.0000,0.0000,No,8077,No,none
39,glide,2025-11-06T15:01:13.317Z,1-column,940.00,113.00,87,786.52,489.04,1.61,13.82,0.16,0.18,117.65,13.82,63100.59,0.51,1.30,100.00,0.00,1.00,0.0000,0.0000,0.0000,113.24,0.9979,0.0656,0,0.0000,0.0000,0.0000,0.0000,Yes,301,No,none
40,glide,2025-11-06T15:01:13.582Z,1-column,715.91,87.00,59,514.29,300.57,1.71,12.92,0.16,0.16,66.67,12.92,33597.53,0.61,1.47,99.21,0.00,11.00,0.0000,0.0000,0.0000,88.08,0.9878,0.2112,0,0.0000,0.0000,0.0000,0.0000,Yes,265,No,none
41,glide,2025-11-06T15:01:13.882Z,1-column,951.81,87.00,58,760.56,563.35,1.35,13.59,0.26,0.26,333.33,13.59,30958.96,0.31,1.50,99.58,0.00,8.00,0.0000,0.0000,0.0000,87.82,0.9907,0.1050,0,0.0000,0.0000,0.0000,0.0000,Yes,300,No,none
42,glide,2025-11-06T15:01:14.149Z,1-column,869.05,81.00,59,671.23,430.59,1.56,20.25,0.61,0.61,111.11,20.25,55397.37,0.55,1.37,99.93,0.00,3.00,0.0000,0.0000,0.0000,81.43,0.9947,0.1360,0,0.0000,0.0000,0.0000,0.0000,Yes,267,No,none
43,glide,2025-11-06T15:01:14.449Z,1-column,1144.58,103.00,57,971.43,703.41,1.38,21.04,0.55,0.55,369.57,21.04,62539.56,0.36,1.81,99.96,0.00,3.00,0.0000,0.0000,0.0000,103.02,0.9998,0.0133,0,0.0000,0.0000,0.0000,0.0000,Yes,300,No,none
44,glide,2025-11-06T15:01:14.733Z,1-column,1000.00,94.00,40,788.46,589.88,1.34,19.86,0.00,0.00,391.30,19.86,39433.46,0.34,2.35,99.72,0.00,7.00,0.0000,0.0000,0.0000,94.39,0.9959,0.1135,0,0.0000,0.0000,0.0000,0.0000,Yes,283,No,none
45,glide,2025-11-06T15:01:15.067Z,1-column,861.39,110.00,67,674.16,547.65,1.23,5.88,0.03,0.03,425.93,5.88,10281.27,0.19,1.64,99.31,0.00,13.00,0.0000,0.0000,0.0000,110.66,0.9940,0.1338,0,0.0000,0.0000,0.0000,0.0000,Yes,335,No,none
46,glide,2025-11-06T15:01:15.401Z,1-column,1060.00,116.00,78,806.82,456.76,1.77,15.69,0.20,0.29,71.43,15.69,72618.63,0.59,1.49,98.55,0.00,20.00,0.0000,0.0000,0.0000,118.83,0.9761,0.2356,0,0.0000,0.0000,0.0000,0.0000,Yes,334,No,none
47,glide,2025-11-06T15:01:15.734Z,1-column,1047.62,120.00,58,722.22,445.29,1.62,19.98,0.44,0.44,113.64,19.98,63226.26,0.56,2.07,99.33,0.00,14.00,0.0000,0.0000,0.0000,125.09,0.9593,0.8317,0,0.0000,0.0000,0.0000,0.0000,Yes,333,No,none
48,glide,2025-11-06T15:01:16.102Z,1-column,792.08,110.00,66,579.55,399.24,1.45,8.26,0.00,0.00,218.18,8.26,21764.23,0.37,1.67,98.83,0.00,17.00,0.0000,0.0000,0.0000,119.04,0.9240,0.4896,0,0.0000,0.0000,0.0000,0.0000,Yes,367,No,none
49,glide,2025-11-06T15:01:16.555Z,1-column,1135.59,162.00,89,930.00,625.84,1.49,11.50,0.14,0.18,392.16,11.50,40892.15,0.32,1.82,98.92,0.00,24.00,0.0000,0.0000,0.0000,172.43,0.9395,0.4012,0,0.0000,0.0000,0.0000,0.0000,Yes,453,No,none
